VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-11-01 00:25:33,2019-11-01 00:34:24,1,.94,1,N,148,107,1,7,0.5,0.5,2,0,0.3,12.8,2.5
2,2019-11-01 00:35:56,2019-11-01 00:44:57,1,1.49,1,N,107,164,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5
2,2019-11-01 00:20:15,2019-11-01 00:36:27,1,3.12,1,N,79,163,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,2019-11-01 00:44:42,2019-11-01 00:58:17,2,3.11,1,N,239,162,1,12.5,0.5,0.5,4.08,0,0.3,20.38,2.5
1,2019-11-01 00:27:10,2019-11-01 00:54:35,1,7.80,1,N,146,69,1,25,3,0.5,0,0,0.3,28.8,2.5
2,2019-11-01 00:00:37,2019-11-01 00:23:09,1,2.88,1,N,158,162,1,15,0.5,0.5,1,0,0.3,19.8,2.5
1,2019-11-01 00:05:07,2019-11-01 00:17:06,1,3.80,1,N,233,75,2,13.5,3,0.5,0,0,0.3,17.3,2.5
1,2019-11-01 00:58:26,2019-11-01 01:06:08,1,.90,1,N,107,79,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,2019-11-01 00:00:00,2019-11-01 00:19:45,1,4.50,1,N,142,202,1,17,3,0.5,3,0,0.3,23.8,2.5
1,2019-11-01 00:06:41,2019-11-01 00:30:19,4,2.50,1,N,209,4,1,15.5,3,0.5,3.85,0,0.3,23.15,2.5
1,2019-11-01 00:32:12,2019-11-01 00:40:44,4,.90,1,N,4,79,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,2019-11-01 00:44:56,2019-11-01 01:07:31,1,4.90,1,N,79,36,1,19,3,0.5,4.55,0,0.3,27.35,2.5
1,2019-11-01 00:18:04,2019-11-01 00:25:02,1,.60,1,N,68,68,1,6,3,0.5,1.5,0,0.3,11.3,2.5
1,2019-11-01 00:32:42,2019-11-01 00:44:51,1,.60,1,N,246,68,1,8.5,3,0.5,1,0,0.3,13.3,2.5
1,2019-11-01 00:46:55,2019-11-01 01:02:23,1,3.10,1,N,68,143,1,12.5,3,0.5,3.7,0,0.3,20,2.5
1,2019-11-01 00:04:20,2019-11-01 00:08:57,1,.50,1,N,68,246,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,2019-11-01 00:21:56,2019-11-01 00:39:39,2,2.10,1,N,186,79,1,12.5,3,0.5,1.5,0,0.3,17.8,2.5
1,2019-11-01 00:59:00,2019-11-01 01:03:31,4,.50,1,N,113,249,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,2019-11-01 00:08:35,2019-11-01 00:12:45,0,.60,1,N,230,48,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5
1,2019-11-01 00:16:49,2019-11-01 00:44:04,0,7.50,1,N,230,256,1,25,3,0.5,6.95,6.12,0.3,41.87,2.5
2,2019-11-01 00:02:11,2019-11-01 00:06:06,1,.79,1,N,151,238,1,5,0.5,0.5,2.2,0,0.3,11,2.5
2,2019-11-01 00:25:13,2019-11-01 00:42:41,1,2.76,1,N,148,229,1,13.5,0.5,0.5,3,0,0.3,20.3,2.5
1,2019-11-01 00:10:36,2019-11-01 00:11:47,0,1.20,1,N,79,79,4,3,3,0.5,0,0,0.3,6.8,2.5
1,2019-11-01 00:13:57,2019-11-01 00:35:45,1,3.30,1,N,79,80,1,17,3,0.5,6.2,0,0.3,27,2.5
1,2019-11-01 00:14:42,2019-11-01 00:25:30,2,4.00,1,N,233,75,2,13,3,0.5,0,0,0.3,16.8,2.5
2,2019-11-01 00:01:58,2019-11-01 00:17:01,1,4.56,1,N,148,140,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2019-11-01 00:23:15,2019-11-01 00:27:18,1,1.14,1,N,75,74,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,2019-11-01 00:58:24,2019-11-01 01:00:05,1,.25,1,N,24,166,2,3,0.5,0.5,0,0,0.3,4.3,0
1,2019-11-01 00:27:32,2019-11-01 00:57:43,1,6.40,1,N,50,157,1,24,3,0.5,5.55,0,0.3,33.35,2.5
1,2019-11-01 00:01:28,2019-11-01 00:05:56,1,.90,1,N,211,231,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,2019-11-01 00:10:26,2019-11-01 00:38:27,1,6.70,1,N,231,236,1,24,3,0.5,5.55,0,0.3,33.35,2.5
1,2019-11-01 00:45:52,2019-11-01 01:10:16,1,4.30,1,N,263,249,1,18,3,0.5,5.45,0,0.3,27.25,2.5
2,2019-11-01 00:56:12,2019-11-01 01:06:47,3,2.31,1,N,144,170,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
1,2019-11-01 00:04:02,2019-11-01 00:21:50,1,2.80,1,N,170,144,1,13,3,0.5,3,0,0.3,19.8,2.5
1,2019-11-01 00:25:13,2019-11-01 00:43:51,1,2.50,1,N,148,233,1,13,3,0.5,3.35,0,0.3,20.15,2.5
2,2019-11-01 00:01:05,2019-11-01 00:09:50,1,1.50,1,N,107,233,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5
2,2019-11-01 00:27:11,2019-11-01 00:36:42,1,1.61,1,N,79,231,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2019-11-01 00:41:42,2019-11-01 00:51:40,1,.75,1,N,211,144,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5
2,2019-11-01 00:56:10,2019-11-01 01:08:18,1,1.68,1,N,148,107,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2019-11-01 00:05:32,2019-11-01 00:22:50,2,1.94,1,N,13,114,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2019-11-01 00:24:24,2019-11-01 01:04:46,1,18.75,1,N,114,218,1,54.5,0.5,0.5,0.2,0,0.3,58.5,2.5
1,2019-11-01 00:10:47,2019-11-01 00:23:47,1,.90,1,N,230,50,3,9,3,0.5,0,0,0.3,12.8,2.5
2,2019-11-01 00:40:39,2019-11-01 00:47:29,1,2.21,1,N,238,74,1,8.5,0.5,0.5,2.45,0,0.3,12.25,0
2,2019-11-01 00:48:53,2019-11-01 01:13:15,1,5.75,1,N,74,90,1,21,0.5,0.5,4.96,0,0.3,29.76,2.5
1,2019-11-01 00:17:53,2019-11-01 00:22:47,2,1.10,1,N,161,141,1,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2019-11-01 00:17:36,2019-11-01 00:30:26,2,1.31,1,N,162,137,1,9.5,0.5,0.5,1,0,0.3,14.3,2.5
2,2019-11-01 00:49:00,2019-11-01 01:05:22,2,1.83,1,N,79,144,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,2019-11-01 00:09:13,2019-11-01 00:40:56,2,4.80,1,N,249,49,1,22.5,3,0.5,7.85,0,0.3,34.15,2.5
2,2019-11-01 00:11:58,2019-11-01 00:26:29,1,3.00,1,N,234,237,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2019-11-01 00:44:30,2019-11-01 01:06:46,1,3.25,1,N,230,137,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,2019-11-01 00:07:43,2019-11-01 00:11:55,1,.47,1,N,164,164,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2019-11-01 00:22:05,2019-11-01 00:35:26,1,1.16,1,N,113,148,1,9.5,0.5,0.5,2,0,0.3,15.3,2.5
2,2019-11-01 00:14:02,2019-11-01 00:16:41,1,.69,1,N,141,263,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5
2,2019-11-01 00:26:18,2019-11-01 00:44:31,2,2.61,1,N,249,232,1,13,0.5,0.5,2,0,0.3,18.8,2.5
2,2019-11-01 00:59:39,2019-11-01 01:11:03,1,.90,1,N,79,148,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
1,2019-11-01 00:17:28,2019-11-01 00:29:17,1,2.00,1,N,50,141,1,9.5,3,0.5,3.99,0,0.3,17.29,2.5
1,2019-11-01 00:18:51,2019-11-01 00:44:43,2,6.20,1,N,231,25,1,21,3,0.5,3,0,0.3,27.8,2.5
2,2019-11-01 00:31:16,2019-11-01 01:09:12,3,8.63,1,N,138,234,1,29.5,0.5,0.5,7.88,6.12,0.3,47.3,2.5
1,2019-11-01 00:28:02,2019-11-01 00:50:39,3,4.30,1,N,114,237,1,17.5,3,0.5,5.3,0,0.3,26.6,2.5
1,2019-11-01 00:05:44,2019-11-01 00:17:54,1,2.60,1,N,90,229,2,10.5,3,0.5,0,0,0.3,14.3,2.5
1,2019-11-01 00:57:23,2019-11-01 01:07:03,1,1.30,1,N,79,186,2,8,3,0.5,0,0,0.3,11.8,2.5
1,2019-11-01 00:08:28,2019-11-01 00:26:14,1,2.50,1,N,79,233,1,13,3,0.5,3.35,0,0.3,20.15,2.5
2,2019-11-01 00:06:51,2019-11-01 00:19:53,1,1.75,1,N,79,162,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2019-11-01 00:21:53,2019-11-01 00:27:16,1,.79,1,N,162,164,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2019-11-01 00:39:32,2019-11-01 00:51:29,1,2.35,1,N,249,230,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2019-11-01 00:05:21,2019-11-01 00:14:04,1,1.17,1,N,48,161,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2019-11-01 00:17:26,2019-11-01 00:38:12,1,2.62,1,N,161,249,1,14,0.5,0.5,2.67,0,0.3,20.47,2.5
2,2019-11-01 00:40:28,2019-11-01 01:00:45,1,4.08,1,N,249,236,1,16.5,0.5,0.5,3,0,0.3,23.3,2.5
2,2019-11-01 00:03:19,2019-11-01 00:05:05,1,.70,1,N,236,75,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2019-11-01 00:07:32,2019-11-01 00:16:49,1,2.26,1,N,75,239,1,9.5,0.5,0.5,3.32,0,0.3,16.62,2.5
2,2019-11-01 00:22:51,2019-11-01 00:27:57,2,1.11,1,N,142,48,1,6,0.5,0.5,1,0,0.3,10.8,2.5
2,2019-11-01 00:21:26,2019-11-01 00:41:04,1,3.64,1,N,48,211,1,15.5,0.5,0.5,2,0,0.3,21.3,2.5
2,2019-11-01 00:42:13,2019-11-01 00:46:45,1,.43,1,N,211,114,1,4.5,0.5,0.5,2.22,0,0.3,10.52,2.5
2,2019-11-01 00:32:34,2019-11-01 00:59:54,1,4.91,1,N,114,238,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5
2,2019-11-01 00:16:02,2019-11-01 00:49:47,1,18.35,2,N,132,79,2,52,0,0.5,0,6.12,0.3,61.42,2.5
2,2019-11-01 00:04:49,2019-11-01 00:09:55,2,1.09,1,N,170,233,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2019-11-01 00:19:10,2019-11-01 00:22:54,2,.53,1,N,233,233,1,4.5,0.5,0.5,2.08,0,0.3,10.38,2.5
2,2019-11-01 00:37:56,2019-11-01 00:47:45,2,.75,1,N,79,79,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2019-11-01 00:56:09,2019-11-01 01:09:17,2,1.83,1,N,4,249,1,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2019-11-01 00:12:49,2019-11-01 00:15:58,1,.35,1,N,50,50,1,3.5,0.5,0.5,1.46,0,0.3,8.76,2.5
2,2019-11-01 00:34:49,2019-11-01 00:46:44,1,1.56,1,N,161,140,1,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2019-11-01 00:58:43,2019-11-01 01:04:18,1,.78,1,N,237,236,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2019-11-01 00:04:16,2019-11-01 00:12:30,1,2.07,1,N,142,236,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,2019-11-01 00:01:32,2019-11-01 00:22:16,1,4.43,1,N,170,74,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5
2,2019-11-01 00:23:42,2019-11-01 00:45:16,1,8.79,1,N,233,244,1,27,0.5,0.5,6.16,0,0.3,36.96,2.5
2,2019-11-01 01:06:08,2019-11-01 01:12:41,1,.71,1,N,48,48,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2019-10-31 23:58:12,2019-11-01 00:22:56,1,7.37,1,N,114,112,1,24.5,0.5,0.5,5.66,0,0.3,33.96,2.5
2,2019-11-01 00:25:52,2019-11-01 01:04:20,1,13.26,1,N,112,14,2,41.5,0.5,0.5,0,0,0.3,42.8,0
2,2019-10-31 23:59:24,2019-11-01 00:06:45,1,1.24,1,N,163,143,1,7,0.5,0.5,1.2,0,0.3,12,2.5
2,2019-11-01 00:38:45,2019-11-01 01:00:40,1,6.47,1,N,48,116,1,23,0.5,0.5,6.7,0,0.3,33.5,2.5
2,2019-11-01 00:00:27,2019-11-01 00:20:51,5,1.27,1,N,79,68,1,13,0.5,0.5,1.68,0,0.3,18.48,2.5
2,2019-11-01 00:25:51,2019-11-01 00:42:36,5,2.01,1,N,158,79,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,2019-11-01 00:44:43,2019-11-01 00:55:09,5,3.86,1,N,79,262,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
1,2019-11-01 00:27:50,2019-11-01 00:47:20,1,2.40,1,N,231,164,1,13.5,3,0.5,2.5,0,0.3,19.8,2.5
1,2019-11-01 00:57:14,2019-11-01 01:14:48,4,1.70,1,Y,234,4,2,11.5,3,0.5,0,0,0.3,15.3,2.5
2,2019-11-01 00:24:21,2019-11-01 00:33:34,1,2.38,1,N,138,7,1,9.5,0.5,0.5,2.16,0,0.3,12.96,0
2,2019-11-01 00:20:07,2019-11-01 00:54:24,1,16.59,2,N,132,234,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2019-11-01 00:31:27,2019-11-01 01:07:39,2,22.00,2,N,132,142,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
1,2019-11-01 00:08:05,2019-11-01 00:11:07,1,.80,1,N,151,238,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5
2,2019-11-01 00:06:56,2019-11-01 00:12:52,1,.95,1,N,244,116,2,6,0.5,0.5,0,0,0.3,7.3,0
2,2019-11-01 00:24:50,2019-11-01 00:32:56,1,1.88,1,N,166,116,2,8.5,0.5,0.5,0,0,0.3,9.8,0
2,2019-11-01 00:35:02,2019-11-01 00:46:37,1,5.02,1,N,116,48,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2019-11-01 00:56:17,2019-11-01 01:09:11,1,2.07,1,N,239,140,1,10,0.5,0.5,4.14,0,0.3,17.94,2.5
1,2019-11-01 00:12:00,2019-11-01 00:15:02,1,.70,1,N,231,158,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,2019-11-01 00:19:28,2019-11-01 00:36:17,2,2.30,1,N,249,170,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5
1,2019-11-01 00:46:11,2019-11-01 00:48:16,1,.90,1,N,233,229,1,4.5,3,0.5,2,0,0.3,10.3,2.5
1,2019-11-01 00:54:28,2019-11-01 01:08:37,1,2.80,1,N,161,158,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
1,2019-11-01 00:33:35,2019-11-01 00:59:40,0,16.30,1,N,132,146,2,44,0.5,0.5,0,0,0.3,45.3,0
1,2019-11-01 00:23:26,2019-11-01 00:27:49,2,.90,1,N,230,163,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,2019-11-01 00:33:29,2019-11-01 00:55:21,1,7.10,1,N,230,119,1,22.5,3,0.5,5.25,0,0.3,31.55,2.5
2,2019-11-01 00:22:10,2019-11-01 00:35:14,1,3.33,1,N,79,87,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2019-11-01 00:44:07,2019-11-01 00:49:34,2,1.10,1,N,231,87,1,6,0.5,0.5,1.47,0,0.3,11.27,2.5
1,2019-11-01 00:42:04,2019-11-01 00:42:04,1,.00,1,Y,132,264,2,15,0.5,0.5,0,0,0.3,16.3,0
2,2019-11-01 00:17:24,2019-11-01 00:45:26,1,16.60,1,N,132,256,1,45.5,0.5,0.5,9.36,0,0.3,56.16,0
2,2019-11-01 00:39:32,2019-11-01 00:44:54,1,.76,1,N,162,163,1,6,0.5,0.5,2.2,0,0.3,12,2.5
2,2019-11-01 00:56:43,2019-11-01 01:10:45,1,1.04,1,N,68,158,1,9.5,0.5,0.5,0,0,0.3,13.3,2.5
1,2019-11-01 00:22:29,2019-11-01 00:29:03,1,1.80,1,N,144,249,1,7.5,3,0.5,2.03,0,0.3,13.33,2.5
1,2019-11-01 00:42:32,2019-11-01 00:53:43,1,1.60,1,N,90,79,1,9,3,0.5,3.8,0,0.3,16.6,2.5
1,2019-11-01 00:57:13,2019-11-01 01:01:35,1,.50,1,N,79,148,1,4.5,3,0.5,1,0,0.3,9.3,2.5
2,2019-11-01 00:04:24,2019-11-01 00:27:55,3,3.93,1,N,186,231,1,18,0.5,0.5,4.36,0,0.3,26.16,2.5
2,2019-11-01 00:36:17,2019-11-01 01:11:33,4,6.21,1,N,114,37,1,25.5,0.5,0.5,0,0,0.3,29.3,2.5
1,2019-11-01 00:36:04,2019-11-01 00:51:46,3,1.20,1,N,144,148,2,11,3,0.5,0,0,0.3,14.8,2.5
1,2019-11-01 00:53:59,2019-11-01 01:01:48,2,.80,1,N,148,79,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,2019-11-01 00:21:38,2019-11-01 00:27:52,1,.60,1,N,148,211,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,2019-11-01 00:30:23,2019-11-01 00:49:32,1,8.80,1,N,144,83,2,26,3,0.5,0,0,0.3,29.8,2.5
2,2019-11-01 00:17:58,2019-11-01 00:55:10,1,18.46,2,N,132,48,1,52,0,0.5,5,6.12,0.3,66.42,2.5
2,2019-11-01 00:58:16,2019-11-01 01:07:16,1,1.52,1,N,48,163,1,8,0.5,0.5,3.54,0,0.3,15.34,2.5
1,2019-11-01 00:13:31,2019-11-01 00:28:19,1,2.70,1,N,264,48,1,12.5,3,0.5,1.6,0,0.3,17.9,2.5
1,2019-11-01 00:32:14,2019-11-01 00:41:53,1,2.00,1,N,48,239,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,2019-11-01 00:24:13,2019-11-01 00:33:46,2,2.30,1,N,88,232,1,9.5,3,0.5,3,0,0.3,16.3,2.5
1,2019-11-01 00:43:30,2019-11-01 00:55:06,2,2.80,1,N,148,162,1,11,3,0.5,2,0,0.3,16.8,2.5
2,2019-11-01 00:02:49,2019-11-01 00:44:35,6,4.42,1,N,114,163,1,25.5,0.5,0.5,8.79,0,0.3,38.09,2.5
2,2019-11-01 00:46:49,2019-11-01 00:57:20,5,2.36,1,N,163,146,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2019-11-01 00:01:12,2019-11-01 00:25:25,1,2.71,1,N,113,230,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2019-11-01 00:43:04,2019-11-01 01:01:59,1,1.71,1,N,234,148,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2019-11-01 00:33:09,2019-11-01 00:41:34,1,3.77,1,N,132,216,2,12,0.5,0.5,0,0,0.3,13.3,0
2,2019-11-01 00:25:07,2019-11-01 00:57:52,1,19.01,2,N,132,113,2,52,0,0.5,0,0,0.3,55.3,2.5
2,2019-11-01 00:19:30,2019-11-01 00:26:56,1,1.08,1,N,249,186,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2019-11-01 00:33:37,2019-11-01 00:37:03,1,.69,1,N,100,186,1,4.5,0.5,0.5,2,0,0.3,10.3,2.5
2,2019-11-01 00:42:05,2019-11-01 00:56:07,1,1.89,1,N,186,114,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2019-11-01 00:57:18,2019-11-01 01:25:59,1,10.43,1,N,114,179,1,33,0.5,0.5,5.52,0,0.3,42.32,2.5
1,2019-11-01 00:06:00,2019-11-01 00:18:24,1,2.50,1,N,249,246,1,11,3,0.5,2.95,0,0.3,17.75,2.5
1,2019-11-01 00:25:51,2019-11-01 00:49:22,3,3.50,1,N,50,144,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
1,2019-11-01 00:49:55,2019-11-01 01:02:28,1,2.60,1,N,107,48,1,11,3,0.5,2.95,0,0.3,17.75,2.5
1,2019-11-01 00:22:39,2019-11-01 00:35:49,1,2.50,1,N,158,170,1,10.5,3,0.5,1.72,0,0.3,16.02,2.5
2,2019-11-01 00:01:44,2019-11-01 00:03:52,1,.22,1,N,137,170,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
1,2019-11-01 00:26:20,2019-11-01 00:35:58,3,.90,1,N,79,114,1,7.5,3,0.5,3.35,0,0.3,14.65,2.5
1,2019-11-01 00:38:28,2019-11-01 00:48:23,1,1.50,1,N,114,107,1,8,3,0.5,3.5,0,0.3,15.3,2.5
1,2019-11-01 00:55:21,2019-11-01 01:05:24,1,1.00,1,N,107,79,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
2,2019-11-01 00:18:13,2019-11-01 00:33:06,1,5.87,1,N,138,95,1,18,0.5,0.5,3,0,0.3,22.3,0
2,2019-11-01 00:08:05,2019-11-01 00:20:45,1,1.97,1,N,230,68,1,10,0.5,0.5,4.14,0,0.3,17.94,2.5
2,2019-11-01 00:25:09,2019-11-01 00:49:03,2,3.23,1,N,68,87,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
